year,resultsId,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,statusId
2010,1,Bahrain Grand Prix,alonso,ferrari,8,3,1,1,25.0,49,1:39:20.396,5960396,45,1,1:58.287,Finished
2010,2,Bahrain Grand Prix,massa,ferrari,7,2,2,2,18.0,49,+16.099,5976495,38,5,1:59.732,Finished
2010,3,Bahrain Grand Prix,hamilton,mclaren,2,4,3,3,15.0,49,+23.182,5983578,42,4,1:59.560,Finished
2010,4,Bahrain Grand Prix,vettel,red_bull,5,1,4,4,12.0,49,+38.799,5999195,32,12,2:00.218,Finished
2010,5,Bahrain Grand Prix,rosberg,mercedes,4,5,5,5,10.0,49,+40.213,6000609,45,13,2:00.236,Finished
2010,6,Bahrain Grand Prix,michael_schumacher,mercedes,3,7,6,6,8.0,49,+44.163,6004559,45,11,2:00.204,Finished
2010,7,Bahrain Grand Prix,button,mclaren,1,8,7,7,6.0,49,+45.280,6005676,45,9,1:59.970,Finished
2010,8,Bahrain Grand Prix,webber,red_bull,6,6,8,8,4.0,49,+46.360,6006756,45,3,1:59.487,Finished
2010,9,Bahrain Grand Prix,liuzzi,force_india,15,12,9,9,2.0,49,+53.008,6013404,39,7,1:59.906,Finished
2010,10,Bahrain Grand Prix,barrichello,williams,9,11,10,10,1.0,49,+1:02.489,6022885,47,6,1:59.833,Finished
2010,11,Bahrain Grand Prix,kubica,renault,11,9,11,11,0.0,49,+1:09.093,6029489,33,14,2:00.474,Finished
2010,12,Bahrain Grand Prix,sutil,force_india,14,10,12,12,0.0,49,+1:22.958,6043354,49,2,1:59.393,Finished
2010,13,Bahrain Grand Prix,alguersuari,toro_rosso,17,18,13,13,0.0,49,+1:32.656,6053052,28,8,1:59.964,Finished
2010,14,Bahrain Grand Prix,hulkenberg,williams,10,13,14,14,0.0,48,,,34,15,2:01.401,+1 Lap
2010,15,Bahrain Grand Prix,kovalainen,lotus_racing,19,21,15,15,0.0,47,,,47,17,2:02.701,+2 Laps
2010,16,Bahrain Grand Prix,buemi,toro_rosso,16,15,16,16,0.0,46,,,41,10,2:00.080,Electrical
2010,17,Bahrain Grand Prix,trulli,lotus_racing,18,20,17,17,0.0,46,,,34,18,2:02.930,Hydraulics
2010,18,Bahrain Grand Prix,rosa,sauber,22,14,18,R,0.0,28,,,27,16,2:01.650,Hydraulics
2010,19,Bahrain Grand Prix,bruno_senna,hrt,21,23,19,R,0.0,17,,,14,22,2:09.127,Overheating
2010,20,Bahrain Grand Prix,glock,virgin,24,19,20,R,0.0,16,,,11,21,2:07.062,Gearbox
2010,21,Bahrain Grand Prix,petrov,renault,12,17,21,R,0.0,13,,,7,19,2:04.307,Suspension
2010,22,Bahrain Grand Prix,kobayashi,sauber,23,16,22,R,0.0,11,,,4,20,2:05.044,Hydraulics
2010,23,Bahrain Grand Prix,grassi,virgin,25,22,23,R,0.0,2,,,2,23,2:09.361,Hydraulics
2010,24,Bahrain Grand Prix,chandhok,hrt,20,24,24,R,0.0,1,,,,,,Accident
2010,25,Australian Grand Prix,button,mclaren,1,4,1,1,25.0,58,1:33:36.531,5616531,52,6,1:29.291,Finished
2010,26,Australian Grand Prix,kubica,renault,11,9,2,2,18.0,58,+12.034,5628565,52,8,1:29.570,Finished
2010,27,Australian Grand Prix,massa,ferrari,7,5,3,3,15.0,58,+14.488,5631019,52,7,1:29.537,Finished
2010,28,Australian Grand Prix,alonso,ferrari,8,3,4,4,12.0,58,+16.304,5632835,47,10,1:29.707,Finished
2010,29,Australian Grand Prix,rosberg,mercedes,4,6,5,5,10.0,58,+16.683,5633214,53,2,1:28.489,Finished
2010,30,Australian Grand Prix,hamilton,mclaren,2,11,6,6,8.0,58,+29.898,5646429,47,3,1:28.506,Finished
2010,31,Australian Grand Prix,liuzzi,force_india,15,13,7,7,6.0,58,+59.847,5676378,55,9,1:29.685,Finished
2010,32,Australian Grand Prix,barrichello,williams,9,8,8,8,4.0,58,+1:00.536,5677067,58,5,1:29.210,Finished
2010,33,Australian Grand Prix,webber,red_bull,6,2,9,9,2.0,58,+1:07.319,5683850,47,1,1:28.358,Finished
2010,34,Australian Grand Prix,michael_schumacher,mercedes,3,7,10,10,1.0,58,+1:09.391,5685922,58,4,1:29.185,Finished
2010,35,Australian Grand Prix,alguersuari,toro_rosso,17,17,11,11,0.0,58,+1:11.301,5687832,49,11,1:29.713,Finished
2010,36,Australian Grand Prix,rosa,sauber,22,14,12,12,0.0,58,+1:14.084,5690615,54,12,1:30.587,Finished
2010,37,Australian Grand Prix,kovalainen,lotus_racing,19,19,13,13,0.0,56,,,52,14,1:33.638,+2 Laps
2010,38,Australian Grand Prix,chandhok,hrt,20,22,14,14,0.0,53,,,48,16,1:35.045,+5 Laps
2010,39,Australian Grand Prix,glock,virgin,24,23,15,R,0.0,41,,,37,15,1:34.230,Suspension
2010,40,Australian Grand Prix,grassi,virgin,25,24,16,R,0.0,26,,,17,17,1:36.607,Hydraulics
2010,41,Australian Grand Prix,vettel,red_bull,5,1,17,R,0.0,25,,,22,13,1:31.556,Wheel
2010,42,Australian Grand Prix,sutil,force_india,14,10,18,R,0.0,9,,,6,19,1:43.223,Engine
2010,43,Australian Grand Prix,petrov,renault,12,18,19,R,0.0,9,,,6,18,1:43.132,Spun off
2010,44,Australian Grand Prix,bruno_senna,hrt,21,21,20,R,0.0,4,,,4,20,2:27.276,Hydraulics
2010,45,Australian Grand Prix,buemi,toro_rosso,16,12,21,R,0.0,0,,,,,,Collision
2010,46,Australian Grand Prix,hulkenberg,williams,10,15,22,R,0.0,0,,,,,,Collision
2010,47,Australian Grand Prix,kobayashi,sauber,23,16,23,R,0.0,0,,,,,,Collision
2010,48,Australian Grand Prix,trulli,lotus_racing,18,20,24,W,0.0,0,,,,,,Hydraulics
2010,49,Malaysian Grand Prix,vettel,red_bull,5,3,1,1,25.0,56,1:33:48.412,5628412,53,6,1:37.813,Finished
2010,50,Malaysian Grand Prix,webber,red_bull,6,1,2,2,18.0,56,+4.849,5633261,53,1,1:37.054,Finished
2010,51,Malaysian Grand Prix,rosberg,mercedes,4,2,3,3,15.0,56,+13.504,5641916,53,8,1:38.129,Finished
2010,52,Malaysian Grand Prix,kubica,renault,11,6,4,4,12.0,56,+18.589,5647001,55,7,1:38.074,Finished
2010,53,Malaysian Grand Prix,sutil,force_india,14,4,5,5,10.0,56,+21.059,5649471,55,9,1:38.160,Finished
2010,54,Malaysian Grand Prix,hamilton,mclaren,2,20,6,6,8.0,56,+23.471,5651883,32,4,1:37.745,Finished
2010,55,Malaysian Grand Prix,massa,ferrari,7,21,7,7,6.0,56,+27.068,5655480,48,5,1:37.784,Finished
2010,56,Malaysian Grand Prix,button,mclaren,1,17,8,8,4.0,56,+37.918,5666330,49,10,1:38.501,Finished
2010,57,Malaysian Grand Prix,alguersuari,toro_rosso,17,14,9,9,2.0,56,+1:10.602,5699014,44,13,1:39.489,Finished
2010,58,Malaysian Grand Prix,hulkenberg,williams,10,5,10,10,1.0,56,+1:13.399,5701811,51,11,1:39.124,Finished
2010,59,Malaysian Grand Prix,buemi,toro_rosso,16,13,11,11,0.0,56,+1:18.938,5707350,54,3,1:37.610,Finished
2010,60,Malaysian Grand Prix,barrichello,williams,9,7,12,12,0.0,55,,,46,12,1:39.428,+1 Lap
2010,61,Malaysian Grand Prix,alonso,ferrari,8,19,13,13,0.0,54,,,41,2,1:37.231,Engine
2010,62,Malaysian Grand Prix,grassi,virgin,25,24,14,14,0.0,53,,,28,18,1:43.224,+3 Laps
2010,63,Malaysian Grand Prix,chandhok,hrt,20,22,15,15,0.0,53,,,40,21,1:44.790,+3 Laps
2010,64,Malaysian Grand Prix,bruno_senna,hrt,21,23,16,16,0.0,52,,,39,22,1:45.334,+4 Laps
2010,65,Malaysian Grand Prix,trulli,lotus_racing,18,18,17,17,0.0,51,,,31,20,1:43.753,+5 Laps
2010,66,Malaysian Grand Prix,kovalainen,lotus_racing,19,15,18,N,0.0,46,,,44,17,1:42.701,+10 Laps
2010,67,Malaysian Grand Prix,petrov,renault,12,11,19,R,0.0,32,,,32,14,1:40.693,Gearbox
2010,68,Malaysian Grand Prix,liuzzi,force_india,15,10,20,R,0.0,12,,,9,16,1:42.594,Throttle
2010,69,Malaysian Grand Prix,michael_schumacher,mercedes,3,8,21,R,0.0,9,,,9,15,1:42.084,Wheel
2010,70,Malaysian Grand Prix,kobayashi,sauber,23,9,22,R,0.0,8,,,6,19,1:43.340,Engine
2010,71,Malaysian Grand Prix,glock,virgin,24,16,23,R,0.0,2,,,2,23,1:46.388,Spun off
2010,72,Malaysian Grand Prix,rosa,sauber,22,12,24,W,0.0,0,,,,,,Engine
2010,73,Chinese Grand Prix,button,mclaren,1,5,1,1,25.0,56,1:46:42.163,6402163,14,4,1:42.886,Finished
2010,74,Chinese Grand Prix,hamilton,mclaren,2,6,2,2,18.0,56,+1.530,6403693,13,1,1:42.061,Finished
2010,75,Chinese Grand Prix,rosberg,mercedes,4,4,3,3,15.0,56,+9.484,6411647,14,5,1:43.245,Finished
2010,76,Chinese Grand Prix,alonso,ferrari,8,3,4,4,12.0,56,+11.869,6414032,14,9,1:44.134,Finished
2010,77,Chinese Grand Prix,kubica,renault,11,8,5,5,10.0,56,+22.213,6424376,14,6,1:43.630,Finished
2010,78,Chinese Grand Prix,vettel,red_bull,5,1,6,6,8.0,56,+33.310,6435473,14,2,1:42.358,Finished
2010,79,Chinese Grand Prix,petrov,renault,12,14,7,7,6.0,56,+47.600,6449763,14,8,1:43.801,Finished
2010,80,Chinese Grand Prix,webber,red_bull,6,2,8,8,4.0,56,+52.172,6454335,14,3,1:42.609,Finished
2010,81,Chinese Grand Prix,massa,ferrari,7,7,9,9,2.0,56,+57.796,6459959,14,13,1:44.594,Finished
2010,82,Chinese Grand Prix,michael_schumacher,mercedes,3,9,10,10,1.0,56,+1:01.749,6463912,14,10,1:44.298,Finished
2010,83,Chinese Grand Prix,sutil,force_india,14,10,11,11,0.0,56,+1:02.874,6465037,14,11,1:44.364,Finished
2010,84,Chinese Grand Prix,barrichello,williams,9,11,12,12,0.0,56,+1:03.665,6465828,17,14,1:45.559,Finished
2010,85,Chinese Grand Prix,alguersuari,toro_rosso,17,12,13,13,0.0,56,+1:11.416,6473579,14,7,1:43.755,Finished
2010,86,Chinese Grand Prix,kovalainen,lotus_racing,19,21,14,14,0.0,55,,,14,15,1:47.141,+1 Lap
2010,87,Chinese Grand Prix,hulkenberg,williams,10,16,15,15,0.0,55,,,13,12,1:44.549,+1 Lap
2010,88,Chinese Grand Prix,bruno_senna,hrt,21,23,16,16,0.0,54,,,16,17,1:48.216,+2 Laps
2010,89,Chinese Grand Prix,chandhok,hrt,20,24,17,17,0.0,52,,,15,18,1:48.788,+4 Laps
2010,90,Chinese Grand Prix,trulli,lotus_racing,18,20,18,R,0.0,26,,,14,19,1:49.675,Hydraulics
2010,91,Chinese Grand Prix,grassi,virgin,25,22,19,R,0.0,8,,,7,20,1:53.185,Clutch
2010,92,Chinese Grand Prix,rosa,sauber,22,17,20,R,0.0,7,,,6,16,1:47.739,Technical
2010,93,Chinese Grand Prix,buemi,toro_rosso,16,13,21,R,0.0,0,,,,,,Accident
2010,94,Chinese Grand Prix,kobayashi,sauber,23,15,22,R,0.0,0,,,,,,Accident
2010,95,Chinese Grand Prix,liuzzi,force_india,15,18,23,R,0.0,0,,,,,,Accident
2010,96,Chinese Grand Prix,glock,virgin,24,19,24,W,0.0,0,,,,,,Engine
2010,97,Spanish Grand Prix,webber,red_bull,6,1,1,1,25.0,66,1:35:44.101,5744101,62,2,1:24.828,Finished
2010,98,Spanish Grand Prix,alonso,ferrari,8,4,2,2,18.0,66,+24.065,5768166,57,3,1:24.846,Finished
2010,99,Spanish Grand Prix,vettel,red_bull,5,2,3,3,15.0,66,+51.338,5795439,56,5,1:25.176,Finished
2010,100,Spanish Grand Prix,michael_schumacher,mercedes,3,6,4,4,12.0,66,+1:02.195,5806296,64,10,1:25.529,Finished
2010,101,Spanish Grand Prix,button,mclaren,1,5,5,5,10.0,66,+1:03.728,5807829,64,4,1:25.166,Finished
2010,102,Spanish Grand Prix,massa,ferrari,7,9,6,6,8.0,66,+1:05.767,5809868,64,9,1:25.497,Finished
2010,103,Spanish Grand Prix,sutil,force_india,14,11,7,7,6.0,66,+1:12.941,5817042,65,13,1:25.845,Finished
2010,104,Spanish Grand Prix,kubica,renault,11,7,8,8,4.0,66,+1:13.677,5817778,66,7,1:25.466,Finished
2010,105,Spanish Grand Prix,barrichello,williams,9,17,9,9,2.0,65,,,59,12,1:25.728,+1 Lap
2010,106,Spanish Grand Prix,alguersuari,toro_rosso,17,15,10,10,1.0,65,,,63,11,1:25.655,+1 Lap
2010,107,Spanish Grand Prix,petrov,renault,12,19,11,11,0.0,65,,,63,8,1:25.470,+1 Lap
2010,108,Spanish Grand Prix,kobayashi,sauber,23,10,12,12,0.0,65,,,62,15,1:26.083,+1 Lap
2010,109,Spanish Grand Prix,rosberg,mercedes,4,8,13,13,0.0,65,,,50,6,1:25.455,+1 Lap
2010,110,Spanish Grand Prix,hamilton,mclaren,2,3,14,14,0.0,64,,,59,1,1:24.357,Puncture
2010,111,Spanish Grand Prix,liuzzi,force_india,15,16,15,15,0.0,64,,,63,14,1:25.924,Engine
2010,112,Spanish Grand Prix,hulkenberg,williams,10,13,16,16,0.0,64,,,63,17,1:26.863,+2 Laps
2010,113,Spanish Grand Prix,trulli,lotus_racing,18,18,17,17,0.0,63,,,56,18,1:29.564,+3 Laps
2010,114,Spanish Grand Prix,glock,virgin,24,22,18,18,0.0,63,,,60,19,1:29.776,+3 Laps
2010,115,Spanish Grand Prix,grassi,virgin,25,23,19,19,0.0,62,,,47,20,1:29.904,+4 Laps
2010,116,Spanish Grand Prix,buemi,toro_rosso,16,14,20,R,0.0,42,,,41,16,1:26.724,Hydraulics
2010,117,Spanish Grand Prix,chandhok,hrt,20,24,21,R,0.0,27,,,26,22,1:32.041,Suspension
2010,118,Spanish Grand Prix,rosa,sauber,22,12,22,R,0.0,18,,,9,21,1:30.411,Collision
2010,119,Spanish Grand Prix,bruno_senna,hrt,21,21,23,R,0.0,0,,,,,,Accident
2010,120,Spanish Grand Prix,kovalainen,lotus_racing,19,20,24,W,0.0,0,,,,,,Gearbox
2010,121,Monaco Grand Prix,webber,red_bull,6,1,1,1,25.0,78,1:50:13.355,6613355,63,2,1:15.318,Finished
2010,122,Monaco Grand Prix,vettel,red_bull,5,3,2,2,18.0,78,+0.448,6613803,71,1,1:15.192,Finished
2010,123,Monaco Grand Prix,kubica,renault,11,2,3,3,15.0,78,+1.675,6615030,72,3,1:15.353,Finished
2010,124,Monaco Grand Prix,massa,ferrari,7,4,4,4,12.0,78,+2.666,6616021,68,4,1:15.503,Finished
2010,125,Monaco Grand Prix,hamilton,mclaren,2,5,5,5,10.0,78,+4.363,6617718,68,10,1:16.219,Finished
2010,126,Monaco Grand Prix,alonso,ferrari,8,24,6,6,8.0,78,+6.341,6619696,73,6,1:15.905,Finished
2010,127,Monaco Grand Prix,rosberg,mercedes,4,6,7,7,6.0,78,+6.651,6620006,65,7,1:15.959,Finished
2010,128,Monaco Grand Prix,sutil,force_india,14,12,8,8,4.0,78,+6.970,6620325,72,8,1:15.963,Finished
2010,129,Monaco Grand Prix,liuzzi,force_india,15,10,9,9,2.0,78,+7.305,6620660,72,9,1:16.142,Finished
2010,130,Monaco Grand Prix,buemi,toro_rosso,16,13,10,10,1.0,78,+8.199,6621554,68,13,1:16.493,Finished
2010,131,Monaco Grand Prix,alguersuari,toro_rosso,17,17,11,11,0.0,78,+9.135,6622490,73,11,1:16.381,Finished
2010,132,Monaco Grand Prix,michael_schumacher,mercedes,3,7,12,12,0.0,78,+5.712,6619067,71,5,1:15.580,Finished
2010,133,Monaco Grand Prix,petrov,renault,12,14,13,13,0.0,73,,,60,12,1:16.405,Brakes
2010,134,Monaco Grand Prix,chandhok,hrt,20,23,14,14,0.0,70,,,69,19,1:19.553,Collision
2010,135,Monaco Grand Prix,trulli,lotus_racing,18,19,15,15,0.0,70,,,69,18,1:19.340,Collision
2010,136,Monaco Grand Prix,kovalainen,lotus_racing,19,18,16,R,0.0,58,,,57,14,1:18.401,Steering
2010,137,Monaco Grand Prix,bruno_senna,hrt,21,22,17,R,0.0,58,,,58,20,1:20.130,Hydraulics
2010,138,Monaco Grand Prix,barrichello,williams,9,9,18,R,0.0,30,,,22,16,1:19.074,Suspension
2010,139,Monaco Grand Prix,kobayashi,sauber,23,16,19,R,0.0,26,,,24,15,1:18.775,Gearbox
2010,140,Monaco Grand Prix,grassi,virgin,25,21,20,R,0.0,25,,,19,22,1:22.255,Wheel
2010,141,Monaco Grand Prix,glock,virgin,24,20,21,R,0.0,22,,,11,21,1:20.775,Track rod
2010,142,Monaco Grand Prix,rosa,sauber,22,15,22,R,0.0,21,,,21,17,1:19.270,Hydraulics
2010,143,Monaco Grand Prix,button,mclaren,1,8,23,R,0.0,2,,,2,23,2:14.285,Engine
2010,144,Monaco Grand Prix,hulkenberg,williams,10,11,24,R,0.0,0,,,,,,Front wing
2010,145,Turkish Grand Prix,hamilton,mclaren,2,2,1,1,25.0,58,1:28:47.620,5327620,54,12,1:30.075,Finished
2010,146,Turkish Grand Prix,button,mclaren,1,4,2,2,18.0,58,+2.645,5330265,42,7,1:29.895,Finished
2010,147,Turkish Grand Prix,webber,red_bull,6,1,3,3,15.0,58,+24.285,5351905,54,2,1:29.195,Finished
2010,148,Turkish Grand Prix,michael_schumacher,mercedes,3,5,4,4,12.0,58,+31.110,5358730,53,6,1:29.810,Finished
2010,149,Turkish Grand Prix,rosberg,mercedes,4,6,5,5,10.0,58,+32.266,5359886,52,9,1:29.977,Finished
2010,150,Turkish Grand Prix,kubica,renault,11,7,6,6,8.0,58,+32.824,5360444,57,4,1:29.580,Finished
2010,151,Turkish Grand Prix,massa,ferrari,7,8,7,7,6.0,58,+36.635,5364255,58,10,1:29.996,Finished
2010,152,Turkish Grand Prix,alonso,ferrari,8,12,8,8,4.0,58,+46.544,5374164,56,11,1:30.011,Finished
2010,153,Turkish Grand Prix,sutil,force_india,14,11,9,9,2.0,58,+49.029,5376649,55,8,1:29.959,Finished
2010,154,Turkish Grand Prix,kobayashi,sauber,23,10,10,10,1.0,58,+1:05.650,5393270,42,16,1:30.891,Finished
2010,155,Turkish Grand Prix,rosa,sauber,22,13,11,11,0.0,58,+1:05.944,5393564,50,14,1:30.421,Finished
2010,156,Turkish Grand Prix,alguersuari,toro_rosso,17,16,12,12,0.0,58,+1:07.800,5395420,50,3,1:29.535,Finished
2010,157,Turkish Grand Prix,liuzzi,force_india,15,18,13,13,0.0,57,,,53,18,1:31.421,+1 Lap
2010,158,Turkish Grand Prix,barrichello,williams,9,15,14,14,0.0,57,,,53,17,1:30.933,+1 Lap
2010,159,Turkish Grand Prix,petrov,renault,12,9,15,15,0.0,57,,,57,1,1:29.165,+1 Lap
2010,160,Turkish Grand Prix,buemi,toro_rosso,16,14,16,16,0.0,57,,,57,5,1:29.588,+1 Lap
2010,161,Turkish Grand Prix,hulkenberg,williams,10,17,17,17,0.0,57,,,51,15,1:30.620,+1 Lap
2010,162,Turkish Grand Prix,glock,virgin,24,21,18,18,0.0,55,,,48,19,1:32.265,+3 Laps
2010,163,Turkish Grand Prix,grassi,virgin,25,23,19,19,0.0,55,,,55,20,1:33.257,+3 Laps
2010,164,Turkish Grand Prix,chandhok,hrt,20,24,20,20,0.0,52,,,37,24,1:34.585,Fuel pump
2010,165,Turkish Grand Prix,bruno_senna,hrt,21,22,21,R,0.0,46,,,35,21,1:34.247,Fuel pressure
2010,166,Turkish Grand Prix,vettel,red_bull,5,3,22,R,0.0,39,,,37,13,1:30.181,Collision
2010,167,Turkish Grand Prix,kovalainen,lotus_racing,19,20,23,R,0.0,33,,,26,22,1:34.363,Hydraulics
2010,168,Turkish Grand Prix,trulli,lotus_racing,18,19,24,R,0.0,32,,,26,23,1:34.463,Hydraulics
2010,169,Canadian Grand Prix,hamilton,mclaren,2,1,1,1,25.0,70,1:33:53.456,5633456,62,2,1:17.806,Finished
2010,170,Canadian Grand Prix,button,mclaren,1,4,2,2,18.0,70,+2.254,5635710,66,4,1:18.144,Finished
2010,171,Canadian Grand Prix,alonso,ferrari,8,3,3,3,15.0,70,+9.214,5642670,44,6,1:18.207,Finished
2010,172,Canadian Grand Prix,vettel,red_bull,5,2,4,4,12.0,70,+37.817,5671273,62,8,1:18.417,Finished
2010,173,Canadian Grand Prix,webber,red_bull,6,7,5,5,10.0,70,+39.291,5672747,62,5,1:18.148,Finished
2010,174,Canadian Grand Prix,rosberg,mercedes,4,10,6,6,8.0,70,+56.084,5689540,68,3,1:17.832,Finished
2010,175,Canadian Grand Prix,kubica,renault,11,8,7,7,6.0,70,+57.300,5690756,67,1,1:16.972,Finished
2010,176,Canadian Grand Prix,buemi,toro_rosso,16,15,8,8,4.0,69,,,39,15,1:19.784,+1 Lap
2010,177,Canadian Grand Prix,liuzzi,force_india,15,5,9,9,2.0,69,,,66,11,1:19.349,+1 Lap
2010,178,Canadian Grand Prix,sutil,force_india,14,9,10,10,1.0,69,,,68,13,1:19.530,+1 Lap
2010,179,Canadian Grand Prix,michael_schumacher,mercedes,3,13,11,11,0.0,69,,,44,14,1:19.577,+1 Lap
2010,180,Canadian Grand Prix,alguersuari,toro_rosso,17,16,12,12,0.0,69,,,69,16,1:19.842,+1 Lap
2010,181,Canadian Grand Prix,hulkenberg,williams,10,12,13,13,0.0,69,,,64,9,1:18.912,+1 Lap
2010,182,Canadian Grand Prix,barrichello,williams,9,11,14,14,0.0,69,,,65,10,1:19.175,+1 Lap
2010,183,Canadian Grand Prix,massa,ferrari,7,6,15,15,0.0,69,,,45,7,1:18.325,+1 Lap
2010,184,Canadian Grand Prix,kovalainen,lotus_racing,19,19,16,16,0.0,68,,,65,18,1:20.654,+2 Laps
2010,185,Canadian Grand Prix,petrov,renault,12,14,17,17,0.0,68,,,58,12,1:19.453,+2 Laps
2010,186,Canadian Grand Prix,chandhok,hrt,20,24,18,18,0.0,66,,,47,21,1:21.884,+4 Laps
2010,187,Canadian Grand Prix,grassi,virgin,25,23,19,19,0.0,65,,,49,22,1:21.937,+5 Laps
2010,188,Canadian Grand Prix,glock,virgin,24,21,20,R,0.0,55,,,43,20,1:21.669,Mechanical
2010,189,Canadian Grand Prix,trulli,lotus_racing,18,20,21,R,0.0,47,,,38,19,1:20.791,Brakes
2010,190,Canadian Grand Prix,rosa,sauber,22,17,22,R,0.0,31,,,21,17,1:20.574,Engine
2010,191,Canadian Grand Prix,bruno_senna,hrt,21,22,23,R,0.0,14,,,5,23,1:24.524,Hydraulics
2010,192,Canadian Grand Prix,kobayashi,sauber,23,18,24,R,0.0,1,,,,,,Accident
2010,193,European Grand Prix,vettel,red_bull,5,1,1,1,25.0,57,1:40:29.571,6029571,52,3,1:39.141,Finished
2010,194,European Grand Prix,hamilton,mclaren,2,3,2,2,18.0,57,+5.042,6034613,56,4,1:39.156,Finished
2010,195,European Grand Prix,button,mclaren,1,7,3,3,15.0,57,+12.658,6042229,54,1,1:38.766,Finished
2010,196,European Grand Prix,barrichello,williams,9,9,4,4,12.0,57,+25.627,6055198,56,5,1:39.489,Finished
2010,197,European Grand Prix,kubica,renault,11,6,5,5,10.0,57,+27.122,6056693,55,7,1:39.542,Finished
2010,198,European Grand Prix,sutil,force_india,14,13,6,6,8.0,57,+30.168,6059739,52,8,1:39.803,Finished
2010,199,European Grand Prix,kobayashi,sauber,23,18,7,7,6.0,57,+30.965,6060536,57,6,1:39.517,Finished
2010,200,European Grand Prix,alonso,ferrari,8,4,8,8,4.0,57,+32.809,6062380,50,10,1:39.889,Finished
2010,201,European Grand Prix,buemi,toro_rosso,16,11,9,9,2.0,57,+36.299,6065870,53,11,1:40.084,Finished
2010,202,European Grand Prix,rosberg,mercedes,4,12,10,10,1.0,57,+44.382,6073953,57,9,1:39.878,Finished
2010,203,European Grand Prix,massa,ferrari,7,5,11,11,0.0,57,+46.621,6076192,52,13,1:40.208,Finished
2010,204,European Grand Prix,rosa,sauber,22,16,12,12,0.0,57,+47.414,6076985,56,16,1:40.430,Finished
2010,205,European Grand Prix,alguersuari,toro_rosso,17,17,13,13,0.0,57,+48.239,6077810,55,15,1:40.327,Finished
2010,206,European Grand Prix,petrov,renault,12,10,14,14,0.0,57,+48.287,6077858,57,12,1:40.100,Finished
2010,207,European Grand Prix,michael_schumacher,mercedes,3,15,15,15,0.0,57,+48.826,6078397,53,2,1:38.968,Finished
2010,208,European Grand Prix,liuzzi,force_india,15,14,16,16,0.0,57,+50.890,6080461,52,14,1:40.305,Finished
2010,209,European Grand Prix,grassi,virgin,25,21,17,17,0.0,56,,,45,20,1:42.414,+1 Lap
2010,210,European Grand Prix,chandhok,hrt,20,23,18,18,0.0,55,,,51,22,1:43.820,+2 Laps
2010,211,European Grand Prix,glock,virgin,24,22,19,19,0.0,55,,,48,19,1:42.319,+2 Laps
2010,212,European Grand Prix,bruno_senna,hrt,21,24,20,20,0.0,55,,,55,21,1:42.927,+2 Laps
2010,213,European Grand Prix,trulli,lotus_racing,18,19,21,21,0.0,53,,,53,18,1:41.770,+4 Laps
2010,214,European Grand Prix,hulkenberg,williams,10,8,22,R,0.0,49,,,46,17,1:40.790,Exhaust
2010,215,European Grand Prix,kovalainen,lotus_racing,19,20,23,R,0.0,8,,,8,24,1:46.130,Collision
2010,216,European Grand Prix,webber,red_bull,6,2,24,R,0.0,8,,,5,23,1:44.064,Collision
2010,217,British Grand Prix,webber,red_bull,6,2,1,1,25.0,52,1:24:38.200,5078200,45,4,1:32.364,Finished
2010,218,British Grand Prix,hamilton,mclaren,2,4,2,2,18.0,52,+1.360,5079560,43,6,1:32.758,Finished
2010,219,British Grand Prix,rosberg,mercedes,4,5,3,3,15.0,52,+21.307,5099507,50,7,1:32.952,Finished
2010,220,British Grand Prix,button,mclaren,1,14,4,4,12.0,52,+21.986,5100186,52,9,1:33.003,Finished
2010,221,British Grand Prix,barrichello,williams,9,8,5,5,10.0,52,+31.456,5109656,50,11,1:33.615,Finished
2010,222,British Grand Prix,kobayashi,sauber,23,12,6,6,8.0,52,+32.171,5110371,52,10,1:33.558,Finished
2010,223,British Grand Prix,vettel,red_bull,5,1,7,7,6.0,52,+36.734,5114934,52,3,1:31.967,Finished
2010,224,British Grand Prix,sutil,force_india,14,11,8,8,4.0,52,+40.932,5119132,42,16,1:34.337,Finished
2010,225,British Grand Prix,michael_schumacher,mercedes,3,10,9,9,2.0,52,+41.599,5119799,47,15,1:34.171,Finished
2010,226,British Grand Prix,hulkenberg,williams,10,13,10,10,1.0,52,+42.012,5120212,48,13,1:33.989,Finished
2010,227,British Grand Prix,liuzzi,force_india,15,20,11,11,0.0,52,+42.459,5120659,51,14,1:34.018,Finished
2010,228,British Grand Prix,buemi,toro_rosso,16,16,12,12,0.0,52,+47.627,5125827,52,8,1:32.980,Finished
2010,229,British Grand Prix,petrov,renault,12,15,13,13,0.0,52,+59.374,5137574,52,5,1:32.484,Finished
2010,230,British Grand Prix,alonso,ferrari,8,3,14,14,0.0,52,+1:02.385,5140585,52,1,1:30.874,Finished
2010,231,British Grand Prix,massa,ferrari,7,7,15,15,0.0,52,+1:07.489,5145689,52,2,1:31.646,Finished
2010,232,British Grand Prix,trulli,lotus_racing,18,21,16,16,0.0,51,,,44,20,1:36.519,+1 Lap
2010,233,British Grand Prix,kovalainen,lotus_racing,19,18,17,17,0.0,51,,,48,18,1:36.251,+1 Lap
2010,234,British Grand Prix,glock,virgin,24,19,18,18,0.0,50,,,49,19,1:36.415,+2 Laps
