year,resultsId,raceId,driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,statusId
2013,1561,British Grand Prix,pic,caterham,20,18,15,15,0.0,52,+31.613,5611069,52,18,1:37.091,Finished
2013,1562,British Grand Prix,jules_bianchi,marussia,22,19,16,16,0.0,52,+36.097,5615553,51,19,1:37.978,Finished
2013,1563,British Grand Prix,chilton,marussia,23,20,17,17,0.0,52,+1:07.660,5647116,50,22,1:39.156,Finished
2013,1564,British Grand Prix,garde,caterham,21,22,18,18,0.0,52,+1:07.759,5647215,50,21,1:38.722,Finished
2013,1565,British Grand Prix,grosjean,lotus_f1,8,7,19,19,0.0,51,,,48,9,1:35.614,Retired
2013,1566,British Grand Prix,perez,mclaren,6,13,20,20,0.0,46,,,37,14,1:36.131,Wheel
2013,1567,British Grand Prix,vettel,red_bull,1,3,21,R,0.0,41,,,37,5,1:35.018,Gearbox
2013,1568,British Grand Prix,vergne,toro_rosso,18,12,22,R,0.0,35,,,30,20,1:38.370,Tyre
2013,1569,German Grand Prix,vettel,red_bull,1,2,1,1,25.0,60,1:41:14.711,6074711,59,5,1:34.164,Finished
2013,1570,German Grand Prix,raikkonen,lotus_f1,7,4,2,2,18.0,60,+1.008,6075719,57,2,1:33.767,Finished
2013,1571,German Grand Prix,grosjean,lotus_f1,8,5,3,3,15.0,60,+5.830,6080541,57,10,1:34.576,Finished
2013,1572,German Grand Prix,alonso,ferrari,3,8,4,4,12.0,60,+7.721,6082432,51,1,1:33.468,Finished
2013,1573,German Grand Prix,hamilton,mercedes,10,1,5,5,10.0,60,+26.927,6101638,57,4,1:34.156,Finished
2013,1574,German Grand Prix,button,mclaren,5,9,6,6,8.0,60,+27.996,6102707,49,7,1:34.201,Finished
2013,1575,German Grand Prix,webber,red_bull,2,3,7,7,6.0,60,+37.562,6112273,55,11,1:34.782,Finished
2013,1576,German Grand Prix,perez,mclaren,6,13,8,8,4.0,60,+38.306,6113017,50,15,1:36.134,Finished
2013,1577,German Grand Prix,rosberg,mercedes,9,11,9,9,2.0,60,+46.821,6121532,55,6,1:34.181,Finished
2013,1578,German Grand Prix,hulkenberg,sauber,11,10,10,10,1.0,60,+49.892,6124603,58,8,1:34.244,Finished
2013,1579,German Grand Prix,resta,force_india,14,12,11,11,0.0,60,+53.771,6128482,43,16,1:36.566,Finished
2013,1580,German Grand Prix,ricciardo,toro_rosso,19,6,12,12,0.0,60,+56.975,6131686,58,14,1:35.982,Finished
2013,1581,German Grand Prix,sutil,force_india,15,15,13,13,0.0,60,+57.738,6132449,60,13,1:35.816,Finished
2013,1582,German Grand Prix,gutierrez,sauber,12,14,14,14,0.0,60,+1:00.160,6134871,56,12,1:35.792,Finished
2013,1583,German Grand Prix,maldonado,williams,16,18,15,15,0.0,60,+1:01.929,6136640,56,9,1:34.293,Finished
2013,1584,German Grand Prix,bottas,williams,17,17,16,16,0.0,59,,,56,3,1:33.972,+1 Lap
2013,1585,German Grand Prix,pic,caterham,20,22,17,17,0.0,59,,,51,17,1:37.584,+1 Lap
2013,1586,German Grand Prix,garde,caterham,21,20,18,18,0.0,59,,,40,19,1:38.509,+1 Lap
2013,1587,German Grand Prix,chilton,marussia,23,21,19,19,0.0,59,,,47,18,1:38.383,+1 Lap
2013,1588,German Grand Prix,vergne,toro_rosso,18,16,20,R,0.0,22,,,12,21,1:39.281,Hydraulics
2013,1589,German Grand Prix,jules_bianchi,marussia,22,19,21,R,0.0,21,,,20,22,1:39.844,Engine
2013,1590,German Grand Prix,massa,ferrari,4,7,22,R,0.0,3,,,3,20,1:38.890,Spun off
2013,1591,Hungarian Grand Prix,hamilton,mercedes,10,1,1,1,25.0,70,1:42:29.445,6149445,69,3,1:24.647,Finished
2013,1592,Hungarian Grand Prix,raikkonen,lotus_f1,7,6,2,2,18.0,70,+10.938,6160383,61,6,1:25.260,Finished
2013,1593,Hungarian Grand Prix,vettel,red_bull,1,2,3,3,15.0,70,+12.459,6161904,57,2,1:24.553,Finished
2013,1594,Hungarian Grand Prix,webber,red_bull,2,10,4,4,12.0,70,+18.044,6167489,61,1,1:24.069,Finished
2013,1595,Hungarian Grand Prix,alonso,ferrari,3,5,5,5,10.0,70,+31.411,6180856,56,8,1:25.394,Finished
2013,1596,Hungarian Grand Prix,grosjean,lotus_f1,8,3,6,6,8.0,70,+52.295,6201740,54,7,1:25.328,Finished
2013,1597,Hungarian Grand Prix,button,mclaren,5,13,7,7,6.0,70,+53.819,6203264,56,11,1:26.195,Finished
2013,1598,Hungarian Grand Prix,massa,ferrari,4,7,8,8,4.0,70,+56.447,6205892,59,5,1:25.176,Finished
2013,1599,Hungarian Grand Prix,perez,mclaren,6,9,9,9,2.0,69,,,59,10,1:26.143,+1 Lap
2013,1600,Hungarian Grand Prix,maldonado,williams,16,15,10,10,1.0,69,,,69,9,1:25.597,+1 Lap
2013,1601,Hungarian Grand Prix,hulkenberg,sauber,11,12,11,11,0.0,69,,,58,14,1:26.740,+1 Lap
2013,1602,Hungarian Grand Prix,vergne,toro_rosso,18,14,12,12,0.0,69,,,53,12,1:26.491,+1 Lap
2013,1603,Hungarian Grand Prix,ricciardo,toro_rosso,19,8,13,13,0.0,69,,,58,15,1:26.863,+1 Lap
2013,1604,Hungarian Grand Prix,garde,caterham,21,20,14,14,0.0,68,,,47,17,1:27.473,+2 Laps
2013,1605,Hungarian Grand Prix,pic,caterham,20,19,15,15,0.0,68,,,54,18,1:27.725,+2 Laps
2013,1606,Hungarian Grand Prix,jules_bianchi,marussia,22,21,16,16,0.0,67,,,57,20,1:28.250,+3 Laps
2013,1607,Hungarian Grand Prix,chilton,marussia,23,22,17,17,0.0,67,,,65,19,1:28.160,+3 Laps
2013,1608,Hungarian Grand Prix,resta,force_india,14,18,18,18,0.0,66,,,55,13,1:26.608,Hydraulics
2013,1609,Hungarian Grand Prix,rosberg,mercedes,9,4,19,19,0.0,64,,,62,4,1:25.089,Engine
2013,1610,Hungarian Grand Prix,bottas,williams,17,16,20,R,0.0,42,,,41,16,1:27.127,Hydraulics
2013,1611,Hungarian Grand Prix,gutierrez,sauber,12,17,21,R,0.0,28,,,16,22,1:29.135,Transmission
2013,1612,Hungarian Grand Prix,sutil,force_india,15,11,22,R,0.0,19,,,12,21,1:28.548,Hydraulics
2013,1613,Belgian Grand Prix,vettel,red_bull,1,2,1,1,25.0,44,1:23:42.196,5022196,40,1,1:50.756,Finished
2013,1614,Belgian Grand Prix,alonso,ferrari,3,9,2,2,18.0,44,+16.869,5039065,36,4,1:51.383,Finished
2013,1615,Belgian Grand Prix,hamilton,mercedes,10,1,3,3,15.0,44,+27.734,5049930,39,7,1:51.596,Finished
2013,1616,Belgian Grand Prix,rosberg,mercedes,9,4,4,4,12.0,44,+29.872,5052068,39,6,1:51.582,Finished
2013,1617,Belgian Grand Prix,webber,red_bull,2,3,5,5,10.0,44,+33.845,5056041,31,5,1:51.397,Finished
2013,1618,Belgian Grand Prix,button,mclaren,5,6,6,6,8.0,44,+40.794,5062990,36,2,1:50.823,Finished
2013,1619,Belgian Grand Prix,massa,ferrari,4,10,7,7,6.0,44,+53.922,5076118,40,9,1:52.182,Finished
2013,1620,Belgian Grand Prix,grosjean,lotus_f1,8,7,8,8,4.0,44,+55.846,5078042,34,11,1:52.497,Finished
2013,1621,Belgian Grand Prix,sutil,force_india,15,12,9,9,2.0,44,+1:09.547,5091743,35,10,1:52.226,Finished
2013,1622,Belgian Grand Prix,ricciardo,toro_rosso,19,19,10,10,1.0,44,+1:13.470,5095666,38,3,1:50.967,Finished
2013,1623,Belgian Grand Prix,perez,mclaren,6,13,11,11,0.0,44,+1:21.936,5104132,34,16,1:53.472,Finished
2013,1624,Belgian Grand Prix,vergne,toro_rosso,18,18,12,12,0.0,44,+1:26.740,5108936,29,14,1:53.065,Finished
2013,1625,Belgian Grand Prix,hulkenberg,sauber,11,11,13,13,0.0,44,+1:28.258,5110454,41,15,1:53.110,Finished
2013,1626,Belgian Grand Prix,gutierrez,sauber,12,21,14,14,0.0,44,+1:40.436,5122632,30,8,1:51.849,Finished
2013,1627,Belgian Grand Prix,bottas,williams,17,20,15,15,0.0,44,+1:47.456,5129652,31,13,1:52.688,Finished
2013,1628,Belgian Grand Prix,garde,caterham,21,14,16,16,0.0,43,,,43,18,1:53.995,+1 Lap
2013,1629,Belgian Grand Prix,maldonado,williams,16,17,17,17,0.0,43,,,35,12,1:52.579,+1 Lap
2013,1630,Belgian Grand Prix,jules_bianchi,marussia,22,15,18,18,0.0,43,,,37,20,1:54.894,+1 Lap
2013,1631,Belgian Grand Prix,chilton,marussia,23,16,19,19,0.0,42,,,31,21,1:54.924,+2 Laps
2013,1632,Belgian Grand Prix,resta,force_india,14,5,20,R,0.0,26,,,21,19,1:54.757,Collision
2013,1633,Belgian Grand Prix,raikkonen,lotus_f1,7,8,21,R,0.0,25,,,20,17,1:53.688,Brakes
2013,1634,Belgian Grand Prix,pic,caterham,20,22,22,R,0.0,8,,,7,22,1:57.330,Oil leak
2013,1635,Italian Grand Prix,vettel,red_bull,1,1,1,1,25.0,53,1:18:33.352,4713352,52,12,1:27.190,Finished
2013,1636,Italian Grand Prix,alonso,ferrari,3,5,2,2,18.0,53,+5.467,4718819,52,5,1:26.797,Finished
2013,1637,Italian Grand Prix,webber,red_bull,2,2,3,3,15.0,53,+6.350,4719702,53,3,1:26.690,Finished
2013,1638,Italian Grand Prix,massa,ferrari,4,4,4,4,12.0,53,+9.361,4722713,48,10,1:27.095,Finished
2013,1639,Italian Grand Prix,hulkenberg,sauber,11,3,5,5,10.0,53,+10.355,4723707,48,4,1:26.716,Finished
2013,1640,Italian Grand Prix,rosberg,mercedes,9,6,6,6,8.0,53,+10.999,4724351,50,2,1:26.500,Finished
2013,1641,Italian Grand Prix,ricciardo,toro_rosso,19,7,7,7,6.0,53,+32.329,4745681,52,13,1:27.294,Finished
2013,1642,Italian Grand Prix,grosjean,lotus_f1,8,13,8,8,4.0,53,+33.130,4746482,52,8,1:27.043,Finished
2013,1643,Italian Grand Prix,hamilton,mercedes,10,12,9,9,2.0,53,+33.527,4746879,51,1,1:25.849,Finished
2013,1644,Italian Grand Prix,button,mclaren,5,9,10,10,1.0,53,+38.327,4751679,46,16,1:27.830,Finished
2013,1645,Italian Grand Prix,raikkonen,lotus_f1,7,11,11,11,0.0,53,+38.695,4752047,45,6,1:26.948,Finished
2013,1646,Italian Grand Prix,perez,mclaren,6,8,12,12,0.0,53,+39.765,4753117,44,15,1:27.607,Finished
2013,1647,Italian Grand Prix,gutierrez,sauber,12,16,13,13,0.0,53,+40.880,4754232,53,9,1:27.092,Finished
2013,1648,Italian Grand Prix,maldonado,williams,16,14,14,14,0.0,53,+49.085,4762437,51,7,1:26.981,Finished
2013,1649,Italian Grand Prix,bottas,williams,17,18,15,15,0.0,53,+56.827,4770179,53,11,1:27.166,Finished
2013,1650,Italian Grand Prix,sutil,force_india,15,17,16,16,0.0,52,,,38,14,1:27.418,+1 Lap
2013,1651,Italian Grand Prix,pic,caterham,20,20,17,17,0.0,52,,,52,17,1:28.620,+1 Lap
2013,1652,Italian Grand Prix,garde,caterham,21,19,18,18,0.0,52,,,52,18,1:28.663,+1 Lap
2013,1653,Italian Grand Prix,jules_bianchi,marussia,22,21,19,19,0.0,52,,,47,20,1:29.595,+1 Lap
2013,1654,Italian Grand Prix,chilton,marussia,23,22,20,20,0.0,52,,,48,19,1:29.491,+1 Lap
2013,1655,Italian Grand Prix,vergne,toro_rosso,18,10,21,R,0.0,14,,,14,21,1:29.710,Transmission
2013,1656,Italian Grand Prix,resta,force_india,14,15,22,R,0.0,0,,,,,,Accident
2013,1657,Singapore Grand Prix,vettel,red_bull,1,1,1,1,25.0,61,1:59:13.132,7153132,46,1,1:48.574,Finished
2013,1658,Singapore Grand Prix,alonso,ferrari,3,7,2,2,18.0,61,+32.627,7185759,44,11,1:51.082,Finished
2013,1659,Singapore Grand Prix,raikkonen,lotus_f1,7,13,3,3,15.0,61,+43.920,7197052,55,13,1:51.140,Finished
2013,1660,Singapore Grand Prix,rosberg,mercedes,9,2,4,4,12.0,61,+51.155,7204287,51,6,1:50.353,Finished
2013,1661,Singapore Grand Prix,hamilton,mercedes,10,5,5,5,10.0,61,+53.159,7206291,59,4,1:49.916,Finished
2013,1662,Singapore Grand Prix,massa,ferrari,4,6,6,6,8.0,61,+1:03.877,7217009,45,7,1:50.509,Finished
2013,1663,Singapore Grand Prix,button,mclaren,5,8,7,7,6.0,61,+1:23.354,7236486,46,15,1:51.740,Finished
2013,1664,Singapore Grand Prix,perez,mclaren,6,14,8,8,4.0,61,+1:23.820,7236952,46,16,1:51.926,Finished
2013,1665,Singapore Grand Prix,hulkenberg,sauber,11,11,9,9,2.0,61,+1:24.261,7237393,47,18,1:52.186,Finished
2013,1666,Singapore Grand Prix,sutil,force_india,15,15,10,10,1.0,61,+1:24.668,7237800,43,2,1:49.656,Finished
2013,1667,Singapore Grand Prix,maldonado,williams,16,18,11,11,0.0,61,+1:28.479,7241611,46,8,1:50.708,Finished
2013,1668,Singapore Grand Prix,gutierrez,sauber,12,10,12,12,0.0,61,+1:37.894,7251026,37,17,1:52.007,Finished
2013,1669,Singapore Grand Prix,bottas,williams,17,16,13,13,0.0,61,+1:45.161,7258293,53,14,1:51.706,Finished
2013,1670,Singapore Grand Prix,vergne,toro_rosso,18,12,14,14,0.0,61,+1:53.512,7266644,45,5,1:50.328,Finished
2013,1671,Singapore Grand Prix,webber,red_bull,2,4,15,15,0.0,60,,,51,3,1:49.783,Water pressure
2013,1672,Singapore Grand Prix,garde,caterham,21,20,16,16,0.0,60,,,44,19,1:52.472,+1 Lap
2013,1673,Singapore Grand Prix,chilton,marussia,23,22,17,17,0.0,60,,,50,21,1:53.041,+1 Lap
2013,1674,Singapore Grand Prix,jules_bianchi,marussia,22,21,18,18,0.0,60,,,45,20,1:52.898,+1 Lap
2013,1675,Singapore Grand Prix,pic,caterham,20,19,19,19,0.0,60,,,58,10,1:50.990,+1 Lap
2013,1676,Singapore Grand Prix,resta,force_india,14,17,20,20,0.0,54,,,45,9,1:50.739,Accident
2013,1677,Singapore Grand Prix,grosjean,lotus_f1,8,3,21,R,0.0,37,,,35,12,1:51.097,Pneumatics
2013,1678,Singapore Grand Prix,ricciardo,toro_rosso,19,9,22,R,0.0,23,,,23,22,1:53.052,Accident
2013,1679,Korean Grand Prix,vettel,red_bull,1,1,1,1,25.0,55,1:43:13.701,6193701,53,1,1:41.380,Finished
2013,1680,Korean Grand Prix,raikkonen,lotus_f1,7,9,2,2,18.0,55,+4.224,6197925,51,3,1:41.975,Finished
2013,1681,Korean Grand Prix,grosjean,lotus_f1,8,3,3,3,15.0,55,+4.927,6198628,46,2,1:41.936,Finished
2013,1682,Korean Grand Prix,hulkenberg,sauber,11,7,4,4,12.0,55,+24.114,6217815,53,6,1:42.608,Finished
2013,1683,Korean Grand Prix,hamilton,mercedes,10,2,5,5,10.0,55,+25.255,6218956,53,5,1:42.539,Finished
2013,1684,Korean Grand Prix,alonso,ferrari,3,5,6,6,8.0,55,+26.189,6219890,54,7,1:42.709,Finished
2013,1685,Korean Grand Prix,rosberg,mercedes,9,4,7,7,6.0,55,+26.698,6220399,54,4,1:42.471,Finished
2013,1686,Korean Grand Prix,button,mclaren,5,11,8,8,4.0,55,+32.262,6225963,45,12,1:43.073,Finished
2013,1687,Korean Grand Prix,massa,ferrari,4,6,9,9,2.0,55,+34.390,6228091,47,10,1:42.954,Finished
2013,1688,Korean Grand Prix,perez,mclaren,6,10,10,10,1.0,55,+35.155,6228856,47,11,1:42.973,Finished
2013,1689,Korean Grand Prix,gutierrez,sauber,12,8,11,11,0.0,55,+35.990,6229691,55,8,1:42.744,Finished
2013,1690,Korean Grand Prix,bottas,williams,17,17,12,12,0.0,55,+47.049,6240750,44,14,1:43.869,Finished
2013,1691,Korean Grand Prix,maldonado,williams,16,18,13,13,0.0,55,+50.013,6243714,43,17,1:44.136,Finished
2013,1692,Korean Grand Prix,pic,caterham,20,19,14,14,0.0,55,+1:03.578,6257279,54,19,1:44.477,Finished
2013,1693,Korean Grand Prix,garde,caterham,21,20,15,15,0.0,55,+1:04.501,6258202,55,18,1:44.375,Finished
2013,1694,Korean Grand Prix,jules_bianchi,marussia,22,22,16,16,0.0,55,+1:07.970,6261671,54,20,1:44.991,Finished
2013,1695,Korean Grand Prix,chilton,marussia,23,21,17,17,0.0,55,+1:12.898,6266599,48,21,1:45.408,Finished
2013,1696,Korean Grand Prix,vergne,toro_rosso,18,16,18,18,0.0,53,,,52,15,1:44.090,+2 Laps
2013,1697,Korean Grand Prix,ricciardo,toro_rosso,19,12,19,19,0.0,52,,,52,9,1:42.947,+3 Laps
2013,1698,Korean Grand Prix,sutil,force_india,15,14,20,20,0.0,50,,,43,16,1:44.095,Collision
2013,1699,Korean Grand Prix,webber,red_bull,2,13,21,R,0.0,36,,,27,13,1:43.863,Collision
2013,1700,Korean Grand Prix,resta,force_india,14,15,22,R,0.0,24,,,10,22,1:46.411,Spun off
2013,1701,Japanese Grand Prix,vettel,red_bull,1,2,1,1,25.0,53,1:26:49.301,5209301,39,4,1:35.317,Finished
2013,1702,Japanese Grand Prix,webber,red_bull,2,1,2,2,18.0,53,+7.129,5216430,44,1,1:34.587,Finished
2013,1703,Japanese Grand Prix,grosjean,lotus_f1,8,4,3,3,15.0,53,+9.910,5219211,48,10,1:35.991,Finished
2013,1704,Japanese Grand Prix,alonso,ferrari,3,8,4,4,12.0,53,+45.605,5254906,39,8,1:35.877,Finished
2013,1705,Japanese Grand Prix,raikkonen,lotus_f1,7,9,5,5,10.0,53,+47.325,5256626,35,5,1:35.516,Finished
2013,1706,Japanese Grand Prix,hulkenberg,sauber,11,7,6,6,8.0,53,+51.615,5260916,33,11,1:36.482,Finished
2013,1707,Japanese Grand Prix,gutierrez,sauber,12,14,7,7,6.0,53,+1:11.630,5280931,50,12,1:36.499,Finished
2013,1708,Japanese Grand Prix,rosberg,mercedes,9,6,8,8,4.0,53,+1:12.023,5281324,46,2,1:34.650,Finished
2013,1709,Japanese Grand Prix,button,mclaren,5,10,9,9,2.0,53,+1:20.821,5290122,53,6,1:35.549,Finished
2013,1710,Japanese Grand Prix,massa,ferrari,4,5,10,10,1.0,53,+1:29.263,5298564,30,13,1:37.001,Finished
2013,1711,Japanese Grand Prix,resta,force_india,14,12,11,11,0.0,53,+1:38.572,5307873,41,15,1:37.407,Finished
2013,1712,Japanese Grand Prix,vergne,toro_rosso,18,17,12,12,0.0,52,,,52,9,1:35.895,+1 Lap
2013,1713,Japanese Grand Prix,ricciardo,toro_rosso,19,16,13,13,0.0,52,,,52,3,1:35.020,+1 Lap
2013,1714,Japanese Grand Prix,sutil,force_india,15,22,14,14,0.0,52,,,29,14,1:37.367,+1 Lap
2013,1715,Japanese Grand Prix,perez,mclaren,6,11,15,15,0.0,52,,,46,7,1:35.845,+1 Lap
2013,1716,Japanese Grand Prix,maldonado,williams,16,15,16,16,0.0,52,,,30,16,1:37.423,+1 Lap
2013,1717,Japanese Grand Prix,bottas,williams,17,13,17,17,0.0,52,,,43,18,1:37.856,+1 Lap
2013,1718,Japanese Grand Prix,pic,caterham,20,20,18,18,0.0,52,,,51,17,1:37.489,+1 Lap
2013,1719,Japanese Grand Prix,chilton,marussia,23,18,19,19,0.0,52,,,45,19,1:38.713,+1 Lap
2013,1720,Japanese Grand Prix,hamilton,mercedes,10,3,20,R,0.0,7,,,3,20,1:41.202,Puncture
2013,1721,Japanese Grand Prix,garde,caterham,21,19,21,R,0.0,0,,,,,,Accident
2013,1722,Japanese Grand Prix,jules_bianchi,marussia,22,21,22,R,0.0,0,,,,,,Accident
2013,1723,Indian Grand Prix,vettel,red_bull,1,1,1,1,25.0,60,1:31:12.187,5472187,54,2,1:28.116,Finished
2013,1724,Indian Grand Prix,rosberg,mercedes,9,2,2,2,18.0,60,+29.823,5502010,49,9,1:28.816,Finished
2013,1725,Indian Grand Prix,grosjean,lotus_f1,8,17,3,3,15.0,60,+39.892,5512079,57,7,1:28.796,Finished
2013,1726,Indian Grand Prix,massa,ferrari,4,5,4,4,12.0,60,+41.692,5513879,54,11,1:28.886,Finished
2013,1727,Indian Grand Prix,perez,mclaren,6,9,5,5,10.0,60,+43.829,5516016,59,4,1:28.503,Finished
2013,1728,Indian Grand Prix,hamilton,mercedes,10,3,6,6,8.0,60,+52.475,5524662,53,15,1:29.052,Finished
2013,1729,Indian Grand Prix,raikkonen,lotus_f1,7,6,7,7,6.0,60,+1:07.988,5540175,60,1,1:27.679,Finished
2013,1730,Indian Grand Prix,resta,force_india,14,12,8,8,4.0,60,+1:12.868,5545055,58,17,1:29.300,Finished
2013,1731,Indian Grand Prix,sutil,force_india,15,13,9,9,2.0,60,+1:14.734,5546921,60,3,1:28.419,Finished
2013,1732,Indian Grand Prix,ricciardo,toro_rosso,19,11,10,10,1.0,60,+1:16.237,5548424,60,10,1:28.831,Finished
2013,1733,Indian Grand Prix,alonso,ferrari,3,8,11,11,0.0,60,+1:18.297,5550484,58,6,1:28.709,Finished
2013,1734,Indian Grand Prix,maldonado,williams,16,18,12,12,0.0,60,+1:18.951,5551138,56,14,1:29.012,Finished
2013,1735,Indian Grand Prix,vergne,toro_rosso,18,14,13,13,0.0,59,,,53,16,1:29.280,+1 Lap
2013,1736,Indian Grand Prix,button,mclaren,5,10,14,14,0.0,59,,,57,8,1:28.814,+1 Lap
2013,1737,Indian Grand Prix,gutierrez,sauber,12,16,15,15,0.0,59,,,49,5,1:28.682,+1 Lap
2013,1738,Indian Grand Prix,bottas,williams,17,15,16,16,0.0,59,,,52,12,1:28.928,+1 Lap
2013,1739,Indian Grand Prix,chilton,marussia,23,22,17,17,0.0,58,,,56,20,1:30.335,+2 Laps
2013,1740,Indian Grand Prix,jules_bianchi,marussia,22,19,18,18,0.0,58,,,57,19,1:30.171,+2 Laps
2013,1741,Indian Grand Prix,hulkenberg,sauber,11,7,19,19,0.0,54,,,52,13,1:28.947,Mechanical
2013,1742,Indian Grand Prix,webber,red_bull,2,4,20,R,0.0,39,,,30,18,1:29.500,Alternator
2013,1743,Indian Grand Prix,pic,caterham,20,21,21,R,0.0,35,,,32,21,1:32.907,Hydraulics
2013,1744,Indian Grand Prix,garde,caterham,21,20,22,R,0.0,1,,,,,,Collision
2013,1745,Abu Dhabi Grand Prix,vettel,red_bull,1,2,1,1,25.0,55,1:38:06.106,5886106,51,2,1:43.893,Finished
2013,1746,Abu Dhabi Grand Prix,webber,red_bull,2,1,2,2,18.0,55,+30.829,5916935,49,5,1:44.364,Finished
2013,1747,Abu Dhabi Grand Prix,rosberg,mercedes,9,3,3,3,15.0,55,+33.650,5919756,51,6,1:44.458,Finished
2013,1748,Abu Dhabi Grand Prix,grosjean,lotus_f1,8,6,4,4,12.0,55,+34.802,5920908,54,3,1:44.301,Finished
2013,1749,Abu Dhabi Grand Prix,alonso,ferrari,3,10,5,5,10.0,55,+1:07.181,5953287,55,1,1:43.434,Finished
2013,1750,Abu Dhabi Grand Prix,resta,force_india,14,11,6,6,8.0,55,+1:18.174,5964280,55,14,1:45.786,Finished
2013,1751,Abu Dhabi Grand Prix,hamilton,mercedes,10,4,7,7,6.0,55,+1:19.267,5965373,47,10,1:45.463,Finished
2013,1752,Abu Dhabi Grand Prix,massa,ferrari,4,7,8,8,4.0,55,+1:22.886,5968992,52,9,1:45.447,Finished
2013,1753,Abu Dhabi Grand Prix,perez,mclaren,6,8,9,9,2.0,55,+1:31.198,5977304,51,8,1:45.435,Finished
2013,1754,Abu Dhabi Grand Prix,sutil,force_india,15,17,10,10,1.0,55,+1:33.257,5979363,48,13,1:45.609,Finished
2013,1755,Abu Dhabi Grand Prix,maldonado,williams,16,14,11,11,0.0,55,+1:35.989,5982095,55,11,1:45.530,Finished
2013,1756,Abu Dhabi Grand Prix,button,mclaren,5,12,12,12,0.0,55,+1:43.767,5989873,43,17,1:46.336,Finished
2013,1757,Abu Dhabi Grand Prix,gutierrez,sauber,12,16,13,13,0.0,55,+1:44.295,5990401,43,15,1:45.974,Finished
2013,1758,Abu Dhabi Grand Prix,hulkenberg,sauber,11,5,14,14,0.0,54,,,52,12,1:45.570,+1 Lap
2013,1759,Abu Dhabi Grand Prix,bottas,williams,17,15,15,15,0.0,54,,,54,4,1:44.351,+1 Lap
2013,1760,Abu Dhabi Grand Prix,ricciardo,toro_rosso,19,9,16,16,0.0,54,,,46,16,1:46.042,+1 Lap
2013,1761,Abu Dhabi Grand Prix,vergne,toro_rosso,18,13,17,17,0.0,54,,,53,7,1:44.517,+1 Lap
2013,1762,Abu Dhabi Grand Prix,garde,caterham,21,18,18,18,0.0,54,,,48,19,1:46.592,+1 Lap
2013,1763,Abu Dhabi Grand Prix,pic,caterham,20,19,19,19,0.0,54,,,50,18,1:46.432,+1 Lap
2013,1764,Abu Dhabi Grand Prix,jules_bianchi,marussia,22,21,20,20,0.0,53,,,52,20,1:47.619,+2 Laps
2013,1765,Abu Dhabi Grand Prix,chilton,marussia,23,20,21,21,0.0,53,,,52,21,1:47.707,+2 Laps
2013,1766,Abu Dhabi Grand Prix,raikkonen,lotus_f1,7,22,22,R,0.0,0,,,,,,Accident
2013,1767,United States Grand Prix,vettel,red_bull,1,1,1,1,25.0,56,1:39:17.148,5957148,54,1,1:39.856,Finished
2013,1768,United States Grand Prix,grosjean,lotus_f1,8,3,2,2,18.0,56,+6.284,5963432,52,2,1:40.445,Finished
2013,1769,United States Grand Prix,webber,red_bull,2,2,3,3,15.0,56,+8.396,5965544,52,4,1:40.591,Finished
2013,1770,United States Grand Prix,hamilton,mercedes,10,5,4,4,12.0,56,+27.358,5984506,50,5,1:40.818,Finished
2013,1771,United States Grand Prix,alonso,ferrari,3,6,5,5,10.0,56,+29.592,5986740,52,10,1:41.186,Finished
2013,1772,United States Grand Prix,hulkenberg,sauber,11,4,6,6,8.0,56,+30.400,5987548,54,6,1:40.952,Finished
2013,1773,United States Grand Prix,perez,mclaren,6,7,7,7,6.0,56,+46.692,6003840,47,15,1:41.830,Finished
2013,1774,United States Grand Prix,bottas,williams,17,9,8,8,4.0,56,+54.509,6011657,54,3,1:40.492,Finished
2013,1775,United States Grand Prix,rosberg,mercedes,9,12,9,9,2.0,56,+59.141,6016289,51,8,1:41.133,Finished
2013,1776,United States Grand Prix,button,mclaren,5,15,10,10,1.0,56,+1:17.278,6034426,50,12,1:41.285,Finished
2013,1777,United States Grand Prix,ricciardo,toro_rosso,19,10,11,11,0.0,56,+1:21.004,6038152,45,16,1:42.119,Finished
2013,1778,United States Grand Prix,vergne,toro_rosso,18,14,12,12,0.0,56,+1:24.574,6041722,52,13,1:41.320,Finished
2013,1779,United States Grand Prix,massa,ferrari,4,13,13,13,0.0,56,+1:26.914,6044062,53,11,1:41.209,Finished
2013,1780,United States Grand Prix,gutierrez,sauber,12,20,14,14,0.0,56,+1:31.707,6048855,51,14,1:41.401,Finished
2013,1781,United States Grand Prix,kovalainen,lotus_f1,7,8,15,15,0.0,56,+1:35.063,6052211,52,7,1:41.028,Finished
2013,1782,United States Grand Prix,resta,force_india,14,11,16,16,0.0,56,+1:36.853,6054001,54,9,1:41.148,Finished
2013,1783,United States Grand Prix,maldonado,williams,16,17,17,17,0.0,55,,,42,17,1:43.058,+1 Lap
2013,1784,United States Grand Prix,jules_bianchi,marussia,22,19,18,18,0.0,55,,,45,18,1:43.419,+1 Lap
2013,1785,United States Grand Prix,garde,caterham,21,18,19,19,0.0,55,,,45,20,1:43.933,+1 Lap
2013,1786,United States Grand Prix,pic,caterham,20,22,20,20,0.0,55,,,48,21,1:43.968,+1 Lap
