year,qualifyingId,raceId,driverId,constructorId,number,position,Q1,Q2,Q3
2021,358,Emilia Romagna Grand Prix,bottas,mercedes,77,8,1:14.672,1:14.905,1:14.898
2021,359,Emilia Romagna Grand Prix,ocon,alpine,31,9,1:15.385,1:15.117,1:15.210
2021,360,Emilia Romagna Grand Prix,stroll,aston_martin,18,10,1:15.522,1:15.138,
2022,361,Bahrain Grand Prix,leclerc,ferrari,16,1,1:31.471,1:30.932,1:30.558
2022,362,Bahrain Grand Prix,max_verstappen,red_bull,1,2,1:31.785,1:30.757,1:30.681
2022,363,Bahrain Grand Prix,sainz,ferrari,55,3,1:31.567,1:30.787,1:30.687
2022,364,Bahrain Grand Prix,perez,red_bull,11,4,1:32.311,1:31.008,1:30.921
2022,365,Bahrain Grand Prix,hamilton,mercedes,44,5,1:32.285,1:31.048,1:31.238
2022,366,Bahrain Grand Prix,bottas,alfa,77,6,1:31.919,1:31.717,1:31.560
2022,367,Bahrain Grand Prix,kevin_magnussen,haas,20,7,1:31.955,1:31.461,1:31.808
2022,368,Bahrain Grand Prix,alonso,alpine,14,8,1:32.346,1:31.621,1:32.195
2022,369,Bahrain Grand Prix,russell,mercedes,63,9,1:32.269,1:31.252,1:32.216
2022,370,Bahrain Grand Prix,gasly,alphatauri,10,10,1:32.096,1:31.635,1:32.338
2022,371,Bahrain Grand Prix,ocon,alpine,31,11,1:32.041,1:31.782,
2022,372,Bahrain Grand Prix,mick_schumacher,haas,47,12,1:32.380,1:31.998,
2022,373,Bahrain Grand Prix,norris,mclaren,4,13,1:32.239,1:32.008,
2022,374,Bahrain Grand Prix,albon,williams,23,14,1:32.726,1:32.664,
2022,375,Bahrain Grand Prix,zhou,alfa,24,15,1:32.493,1:33.543,
2022,376,Bahrain Grand Prix,tsunoda,alphatauri,22,16,1:32.750,,
2022,377,Bahrain Grand Prix,hulkenberg,aston_martin,27,17,1:32.777,,
2022,378,Bahrain Grand Prix,ricciardo,mclaren,3,18,1:32.945,,
2022,379,Bahrain Grand Prix,stroll,aston_martin,18,19,1:33.032,,
2022,380,Bahrain Grand Prix,latifi,williams,6,20,1:33.634,,
2022,381,Saudi Arabian Grand Prix,perez,red_bull,11,1,1:29.705,1:28.924,1:28.200
2022,382,Saudi Arabian Grand Prix,leclerc,ferrari,16,2,1:29.039,1:28.780,1:28.225
2022,383,Saudi Arabian Grand Prix,sainz,ferrari,55,3,1:28.855,1:28.686,1:28.402
2022,384,Saudi Arabian Grand Prix,max_verstappen,red_bull,1,4,1:28.928,1:28.945,1:28.461
2022,385,Saudi Arabian Grand Prix,ocon,alpine,31,5,1:30.093,1:29.584,1:29.068
2022,386,Saudi Arabian Grand Prix,russell,mercedes,63,6,1:29.680,1:29.618,1:29.104
2022,387,Saudi Arabian Grand Prix,alonso,alpine,14,7,1:29.978,1:29.295,1:29.147
2022,388,Saudi Arabian Grand Prix,bottas,alfa,77,8,1:29.683,1:29.404,1:29.183
2022,389,Saudi Arabian Grand Prix,gasly,alphatauri,10,9,1:29.891,1:29.418,1:29.254
2022,390,Saudi Arabian Grand Prix,kevin_magnussen,haas,20,10,1:29.831,1:29.546,1:29.588
